formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C22H35NO	[M + H]+	C22H36NO+	Alkaloids	0,993	Pseudoalkaloids (transamidation)	0,996	Steroidal alkaloids	0,984	Lipids and lipid-like molecules	0,815	Steroids and steroid derivatives	0,876	Steroidal alkaloids	0,794			Steroidal alkaloids	0,794	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Cyclic alcohols and derivatives; Secondary alcohols; Dialkylamines; Trialkylamines; Azasteroids and derivatives; Amines; Secondary amines; Steroidal alkaloids; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	330,279	134	2,225	627521421448297144	627520054197454792	66	
1	C21H33NO	[M + H]+	C21H34NO+	Terpenoids	0,871	Diterpenoids	0,944	Abietane diterpenoids	0,060	Lipids and lipid-like molecules	0,953	Prenol lipids	0,757	Diterpenoids	0,852			Diterpenoids	0,852	Organic compounds; Lipids and lipid-like molecules; Phenanthrenes and derivatives; Hydrophenanthrenes; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Diterpenoids; Primary carboxylic acid amides; Carbonyl compounds; Naphthalenecarboxamides; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	316,264	134	2,232	627521422995996264	627520054293923789	67	
1	C23H39NO	[M + H]+	C23H40NO+	Alkaloids	0,930	Pseudoalkaloids (transamidation)	0,963	Steroidal alkaloids	0,951	Lipids and lipid-like molecules	0,727	Steroids and steroid derivatives	0,895	Steroidal alkaloids	0,739			Steroidal alkaloids	0,739	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Dialkylamines; Azasteroids and derivatives; Amines; Secondary amines; Steroidal alkaloids; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	346,310	134	2,241	627521308478911480	627520054398781394	68	
1	C22H35NO	[M + H]+	C22H36NO+	Alkaloids	0,943	Pseudoalkaloids (transamidation)	0,978	Steroidal alkaloids	0,923	Lipids and lipid-like molecules	0,745	Steroids and steroid derivatives	0,785	Hydroxysteroids	0,560			Hydroxysteroids	0,560	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organonitrogen compounds; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	330,279	138	2,292	627521312585135368	627520054495250391	69	
1	C15H10O6	[M + H]+	C15H11O6+	Shikimates and Phenylpropanoids	1,000	Flavonoids	0,993	Flavonols	0,924	Phenylpropanoids and polyketides	0,987	Flavonoids	0,969	Flavones	0,932	Flavonols	0,877	Flavonols	0,877	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonols; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	287,055	138	2,301	627521345388787446	627520054600107996	70	
1	C16H12O7	[M + H]+	C16H13O7+	Shikimates and Phenylpropanoids	1,000	Flavonoids	0,999	Flavonols	0,987	Phenylpropanoids and polyketides	0,997	Flavonoids	0,996	O-methylated flavonoids	0,990	3'-O-methylated flavonoids	0,744	3'-O-methylated flavonoids	0,744	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonols; Flavones; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 3'-O-methylated flavonoids; 3-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	317,066	138	2,302	627521370386839457	627520054704965601	71	
1	C13H16N3O2	[M + H]+	C13H17N3O2+	Alkaloids	0,475	Sesquiterpenoids	0,311	Imidazole alkaloids	0,033	Organoheterocyclic compounds	0,697	Azacyclic compounds	0,629					Azacyclic compounds	0,629	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	247,133	138	2,308	627521421234387608	627520054809823206	72	
1	C14H9NO2	[M + H]+	C14H10NO2+	Polyketides	0,958	Polycyclic aromatic polyketides	0,971	Anthraquinones and anthrones	0,982	Benzenoids	0,987	Anthracenes	0,795	Anthraquinones	0,571			Anthraquinones	0,571	Organic compounds; Organoheterocyclic compounds; Anthracenes; Pyridines and derivatives; Ketones; Anthraquinones; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Aryl ketones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	224,071	139	2,318	627521434685522611	627520054902097899	73	
1	C33H42N6O6	[M + H]+	C33H43N6O6+	Amino acids and Peptides	0,999	Oligopeptides	0,995	Cyclic peptides	0,963	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	0,998	Amino acids, peptides, and analogues	0,991	Peptides	0,908	Oligopeptides	0,754	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	619,324	146	2,434	627521481418458764	627520054990178288	74	
1	C25H31N3O2	[M + H]+	C25H32N3O2+	Alkaloids	0,980	Ornithine alkaloids	0,998	Polyamines	0,998	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	1,000	Amino acids, peptides, and analogues	0,963	Amino acids and derivatives	0,962	Amino acids and derivatives	0,962	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Styrenes; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Cinnamic acid amides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	406,248	151	2,515	627521435520189152	627520055095035893	75	
1	C43H62O14	[M + H]+	C43H63O14+	Terpenoids	1,000	Steroids	0,999	Cardenolides	1,000	Lipids and lipid-like molecules	0,985	Steroids and steroid derivatives	0,996	Steroid lactones	0,996	Cardenolides and derivatives	0,995	Cardenolide glycosides and derivatives	0,991	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Oligosaccharides; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Steroidal glycosides; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Cardenolides and derivatives; Cardenolide glycosides and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Oxanes; Glycosyl compounds; O-glycosyl compounds; Butenolides; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities	803,418	152	2,538	627521496278878385	627520055183116282	76	
1	C13H9NO	[M + H]+	C13H10NO+	Alkaloids	0,929	Tyrosine alkaloids	0,477	Acridone alkaloids	0,588	Benzenoids	0,985							Benzenoids	0,985	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	196,076	159	2,658	627521429224538478	627520055283779583	77	
1	C16H12O4	[M + H]+	C16H13O4+	Polyketides	0,960	Polycyclic aromatic polyketides	0,959	Anthraquinones and anthrones	0,980	Benzenoids	1,000	Anthracenes	0,941	Anthraquinones	0,927			Anthraquinones	0,927	Organic compounds; Anthracenes; Ketones; Alkyl aryl ethers; Phenols; Anisoles; Anthraquinones; Ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Phenol ethers; Benzenoids; Aryl ketones; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	269,081	165	2,747	627521481808529091	627520055376054276	78	
1	C21H22O6	[M + H]+	C21H23O6+	Shikimates and Phenylpropanoids	0,999	Lignans	1,000	Dibenzylbutyrolactone lignans	0,995	Lignans, neolignans and related compounds	0,990	Furanoid lignans	0,990	Tetrahydrofuran lignans	0,959	9,9'-epoxylignans	0,990	Dibenzylbutyrolactone lignans	0,991	Organic compounds; Organoheterocyclic compounds; Lactones; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzodioxoles; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Lignans, neolignans and related compounds; Lignan lactones; Tetrahydrofuran lignans; Dibenzylbutyrolactone lignans; Acetals; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Tetrahydrofurans; 9,9'-epoxylignans; Furanoid lignans; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	371,149	175	2,917	627521489890953157	627520055468328969	79	
1	C21H37N	[M + H]+	C21H38N+	Terpenoids	0,680	Diterpenoids	0,653	Cycloamphilectane diterpenoids	0,194	Lipids and lipid-like molecules	0,876	Prenol lipids	0,725					Prenol lipids	0,725	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	304,300	179	2,988	627521493191870535	627520055564797966	80	
1	C21H37N	[M + H]+	C21H38N+	Terpenoids	0,804	Diterpenoids	0,752	Cycloamphilectane diterpenoids	0,205	Lipids and lipid-like molecules	0,912	Prenol lipids	0,773					Prenol lipids	0,773	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organonitrogen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	304,300	180	2,993	627521496555702494	627520055648684051	81	
2	C33H39N5O5	[M + H]+	C33H40N5O5+	Alkaloids	0,185	Linear polyketides	0,551	DKXanthenes and derivatives	0,074	Organoheterocyclic compounds	0,988	Pyrroles	0,735	Substituted pyrroles	0,763			Substituted pyrroles	0,763	Organic compounds; Organoheterocyclic compounds; Oxazolines; Pyrroles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carbonyl compounds; Substituted pyrroles; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	586,301	187	3,114	627521510887639634	627520055749347352	82	
2	C22H22O7	[M + H]+	C22H23O7+	Shikimates and Phenylpropanoids	0,999	Lignans	1,000	Arylnaphthalene and aryltetralin lignans	0,999	Lignans, neolignans and related compounds	0,993	Lignan lactones	0,971	Podophyllotoxins	0,501			Podophyllotoxins	0,501	Organic compounds; Organoheterocyclic compounds; Podophyllotoxins; Tetralins; Lactones; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzodioxoles; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Lignans, neolignans and related compounds; Lignan lactones; Naphthofurans; Acetals; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Tetrahydrofurans; Aryltetralin lignans; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Furanonaphthodioxoles; Chemical entities	399,143	188	3,137	627521504281610641	627520055845816349	83	
1	C16H14O4	[M + H]+	C16H15O4+	Shikimates and Phenylpropanoids	1,000	Coumarins	1,000	Furocoumarins	0,999	Phenylpropanoids and polyketides	0,997	Coumarins and derivatives	0,996	Furanocoumarins	0,988	Linear furanocoumarins	0,978	Psoralens	0,978	Organic compounds; Organoheterocyclic compounds; Lactones; Furans; Pyrans; Benzopyrans; Alkyl aryl ethers; Coumarins and derivatives; Psoralens; Ethers; Phenylpropanoids and polyketides; Benzofurans; Organooxygen compounds; Furanocoumarins; Pyranones and derivatives; Benzenoids; Linear furanocoumarins; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	271,097	194	3,227	627521488968206228	627520055921313826	84	
1	C11H14O3	[M + H]+	C11H15O3+	Shikimates and Phenylpropanoids	0,810	Phenylpropanoids (C6-C3)	0,964	Cinnamic acids and derivatives	0,728	Benzenoids	1,000	Benzene and substituted derivatives	0,985	Methoxybenzenes	0,983	Dimethoxybenzenes	0,722	Dimethoxybenzenes	0,722	Organic compounds; Styrenes; Alkyl aryl ethers; Anisoles; Ethers; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	195,101	195	3,253	627521491677726741	627520056005199911	85	
3	C15H8O6	[M + H]+	C15H9O6+	Polyketides	0,986	Polycyclic aromatic polyketides	0,983	Anthraquinones and anthrones	0,983	Benzenoids	1,000	Anthracenes	0,832	Anthracenecarboxylic acids and derivatives	0,831	Anthracenecarboxylic acids	0,872	Anthracenecarboxylic acids	0,872	Organic compounds; Anthracenes; Ketones; Anthraquinones; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Naphthalenecarboxylic acids and derivatives; Anthracenecarboxylic acids and derivatives; Benzene and substituted derivatives; Naphthalenecarboxylic acids; Anthracenecarboxylic acids; Benzenoids; Aryl ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	285,038	196	3,268	627521507670608352	627520056101668908	86	
1	C18H16O7	[M + H]+	C18H17O7+	Shikimates and Phenylpropanoids	1,000	Flavonoids	0,999	Flavonols	0,969	Phenylpropanoids and polyketides	0,999	Flavonoids	0,998	O-methylated flavonoids	0,996	3-O-methylated flavonoids	0,720	3-O-methylated flavonoids	0,720	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Chromones; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavones; Benzene and substituted derivatives; Phenol ethers; Benzenoids; O-methylated flavonoids; 3-O-methylated flavonoids; 7-O-methylated flavonoids; 3'-O-methylated flavonoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; 3-methoxychromones; Chemical entities	345,096	200	3,335	627521508308142603	627520056235886641	87	
1	C18H16O7	[M + H]+	C18H17O7+	Polyketides	0,984	Aromatic polyketides	0,794	Depsides and depsidones	0,745	Benzenoids	0,992	Benzene and substituted derivatives	0,714	Acetophenones	0,772			Acetophenones	0,772	Organic compounds; Organoheterocyclic compounds; Ketones; Acetophenones; Phenols; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cyclic ketones; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities	345,096	262	4,358	627521524338772943	627520056344938550	88	
1	C24H28N6O5	[M + H]+	C24H29N6O5+	Amino acids and Peptides	0,508	Oligopeptides	0,574	Purine alkaloids	0,105	Organic acids and derivatives	0,996	Carboxylic acids and derivatives	0,979	Amino acids, peptides, and analogues	0,700	Amino acids and derivatives	0,689	Alpha amino acids and derivatives	0,625	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Salicylamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	481,218	275	4,588	627521540847553726	627520056433018939	89	
1	C19H37NO3	[M + H]+	C19H38NO3+	Alkaloids	0,606	Spingolipids	0,691	Sphingoid bases	0,883	Organic nitrogen compounds	1,000	Organonitrogen compounds	1,000	Amines	0,962	Alkanolamines	0,886	1,2-aminoalcohols	0,758	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Secondary alcohols; 1,2-aminoalcohols; Amines; Alkanolamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	328,285	442	7,372	627521521708944295	627520056516905024	90	
3	C44H54N4O4	[M + H]+	C44H55N4O4+	Alkaloids	1,000	Tryptophan alkaloids	1,000	Aspidosperma type	0,996	Alkaloids and derivatives	0,956	Aspidofractine alkaloids	0,830					Aspidofractine alkaloids	0,830	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Azaspirodecane derivatives; Piperidines; Carbazoles; Indoles and derivatives; Pyrrolidines; Indolizidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Indolines; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Secondary alkylarylamines; Aspidospermatan-type alkaloids; Methyl esters; N-alkylpyrrolidines; Aspidofractine alkaloids; Quinolidines; Aralkylamines; Dialkylarylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	703,423	760	12,675	627521606383554486	627520056604985413	91	
3	C40H46N4O4	[M + H]+	C40H47N4O4+	Alkaloids	1,000	Tryptophan alkaloids	1,000	Aspidosperma type	0,969	Alkaloids and derivatives	0,972	Aspidospermatan-type alkaloids	0,638					Aspidospermatan-type alkaloids	0,638	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Piperidines; Carbazoles; Indoles and derivatives; Pyrrolidines; Indolizidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Indolines; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Secondary alkylarylamines; Aspidospermatan-type alkaloids; Methyl esters; N-alkylpyrrolidines; Aralkylamines; Dialkylarylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	647,357	810	13,499	627521686855471260	627520056693065802	92	
1	C26H40N2O9	[M + H]+	C26H41N2O9+	Alkaloids	0,986	Tryptophan alkaloids	0,966	Aspidosperma type	0,581	Organic acids and derivatives	0,962	Carboxylic acids and derivatives	0,944	Amino acids, peptides, and analogues	0,870	Amino acids and derivatives	0,870	Amino acids and derivatives	0,870	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Piperidines; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Alkanolamines; Methyl esters; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	525,278	1212	20,192	627521779671225119	627520056793729103	93	
3	C33H40N4O7	[M + H]+	C33H41N4O7+	Alkaloids	0,995	Tryptophan alkaloids	0,997	Aspidosperma type	0,540	Organic acids and derivatives	0,998	Carboxylic acids and derivatives	0,996	Amino acids, peptides, and analogues	0,959	Amino acids and derivatives	0,958	Amino acids and derivatives	0,958	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrroles; Piperidines; Carbazoles; Indoles and derivatives; Pyrrolidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Secondary amines; Tertiary amines; Indoles; Methyl esters; N-alkylpyrrolidines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	605,303	1337	22,288	627521749656785502	627520056902781012	94	
3	C45H56N4O5	[M + H]+	C45H57N4O5+	Alkaloids	0,966	Tryptophan alkaloids	0,878	Aspidosperma type	0,627	Organic acids and derivatives	0,958	Carboxylic acids and derivatives	0,927	Amino acids, peptides, and analogues	0,854	Amino acids and derivatives	0,849	Amino acids and derivatives	0,849	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Anisoles; Piperidines; Indoles and derivatives; Pyrrolidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Trialkylamines; Phenol ethers; Benzenoids; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	733,432	1338	22,308	627521746318119466	627520056940529753	95	
3	C36H48N6O5	[M + H]+	C36H49N6O5+	Alkaloids	0,996	Tryptophan alkaloids	0,973	Aspidosperma type	0,648	Organic acids and derivatives	0,992	Carboxylic acids and derivatives	0,991	Amino acids, peptides, and analogues	0,970	Amino acids and derivatives	0,969	Alpha amino acids and derivatives	0,711	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Piperidines; Indoles and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Indoles; Methyl esters; N-alkylpyrrolidines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	645,378	1491	24,851	627521756770325201	627520056982472798	96	
