formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C12H16N2O	[M + H]+	C12H17N2O+	Alkaloids	1,000	Nicotinic acid alkaloids	0,900	Pyridine alkaloids	0,900	Alkaloids and derivatives	0,928	Lupin alkaloids	0,665					Lupin alkaloids	0,665	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Lactams; Piperidines; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Pyridinones; Hydropyridines; Trialkylamines; Amines; Tertiary amines; Lupin alkaloids; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	205,134	32	588665254039958260	588664266239416029	60
1	C19H39NO4	[M - H2O + H]+	C19H38NO3+	Fatty acids	0,588	Pseudoalkaloids (transamidation)	0,308	Sphingoid bases	0,752	Lipids and lipid-like molecules	0,515							Lipids and lipid-like molecules	0,515	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Secondary alcohols; 1,2-aminoalcohols; Polyols; Amines; Alkanolamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	328,285	442	588666418533972982	588664266344273634	62
1	C11H14N2	[M + H]+	C11H15N2+	Alkaloids	0,999	Tryptophan alkaloids	0,992	Simple indole alkaloids	0,991	Organoheterocyclic compounds	0,999	Indoles and derivatives	0,997	Tryptamines and derivatives	0,827			Tryptamines and derivatives	0,827	Organic compounds; Organoheterocyclic compounds; Pyrroles; Tryptamines and derivatives; Indoles and derivatives; Organonitrogen compounds; Dialkylamines; Substituted pyrroles; Benzenoids; Amines; Secondary amines; Indoles; Aralkylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	175,123	72	588665133277555056	588664266436548327	63
2	C30H47NO6	[M + H]+	C30H48NO6+	Alkaloids	0,260	Pseudoalkaloids (transamidation)	0,654	Steroidal alkaloids	0,438	Lipids and lipid-like molecules	0,865	Steroids and steroid derivatives	0,801	Hydroxysteroids	0,530			Hydroxysteroids	0,530	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	518,347	118	588665084313248469	588664266537211628	64
1	C9H6O3	[M + H]+	C9H7O3+	Shikimates and Phenylpropanoids	1,000	Coumarins	0,999	Simple coumarins	0,999	Phenylpropanoids and polyketides	0,995	Coumarins and derivatives	0,995	Hydroxycoumarins	0,963	7-hydroxycoumarins	0,907	7-hydroxycoumarins	0,907	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Phenols; Coumarins and derivatives; Phenylpropanoids and polyketides; Organooxygen compounds; Pyranones and derivatives; Benzenoids; Hydroxycoumarins; 7-hydroxycoumarins; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	163,039	97	588665058501500749	588664266667235057	61
1	C13H9NO	[M + H]+	C13H10NO+	Alkaloids	0,929	Tyrosine alkaloids	0,477	Acridone alkaloids	0,588	Benzenoids	0,985							Benzenoids	0,985	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	196,076	159	588666293459803037	588664266776286966	65
1	C22H23NO3	[M + H]+	C22H24NO3+	Alkaloids	0,991	Tyrosine alkaloids	0,982	Isoquinoline alkaloids	0,754	Benzenoids	1,000	Phenanthrenes and derivatives	0,774					Phenanthrenes and derivatives	0,774	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Phenanthrenes and derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Trialkylamines; Phenol ethers; Benzenoids; Amines; Tertiary amines; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	350,175	97	588665157801651515	588664266876950267	66
1	C18H16O7	[M + H]+	C18H17O7+	Shikimates and Phenylpropanoids	1,000	Flavonoids	0,999	Flavonols	0,969	Phenylpropanoids and polyketides	0,999	Flavonoids	0,998	O-methylated flavonoids	0,996	3-O-methylated flavonoids	0,720	3-O-methylated flavonoids	0,720	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Chromones; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavones; Benzene and substituted derivatives; Phenol ethers; Benzenoids; O-methylated flavonoids; 3-O-methylated flavonoids; 7-O-methylated flavonoids; 3'-O-methylated flavonoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; 3-methoxychromones; Chemical entities	345,096	200	588666410770307200	588664267036333824	67
1	C7H8O4	[M - H2O + H]+	C7H7O3+	Shikimates and Phenylpropanoids	0,971	Phenolic acids (C6-C1)	0,989	Simple phenolic acids	0,985	Benzenoids	0,940	Benzene and substituted derivatives	0,950	Benzoic acids and derivatives	0,823	Hydroxybenzoic acid derivatives	0,634	Hydroxybenzoic acid derivatives	0,634	Organic compounds; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	139,039	79	588665251338826407	588664267124414213	68
2	C37H50N8O13S	[M + H]+	C37H51N8O13S+	Amino acids and Peptides	0,898	Oligopeptides	1,000	Cyclic peptides	0,795	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	0,999	Amino acids, peptides, and analogues	0,988	Peptides	0,871	Cyclic peptides	0,566	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Thiazoles; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Thiazolecarboxylic acids and derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; 2-heteroaryl carboxamides; Chemical entities	847,331	208	588666529892746167	588664267212494602	69
2	C11H16N2O2	[M + H]+	C11H17N2O2+	Alkaloids	0,996	Histidine alkaloids	0,993	Imidazole alkaloids	0,993	Organoheterocyclic compounds	1,000	Lactones	0,912	Gamma butyrolactones	0,943			Gamma butyrolactones	0,943	Organic compounds; Organoheterocyclic compounds; Lactones; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	209,128	81	588665056198827693	588664267405432596	70
1	C37H42N2O6	[M + H]+	C37H43N2O6+	Alkaloids	1,000	Tyrosine alkaloids	1,000	Isoquinoline alkaloids	0,991	Lignans, neolignans and related compounds	0,819							Lignans, neolignans and related compounds	0,819	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Lignans, neolignans and related compounds; Trialkylamines; Phenol ethers; Benzenoids; Amines; Tertiary amines; Diarylethers; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	611,311	85	588665111676888668	588664267510290201	71
1	C18H37NO4	[M - H2O + H]+	C18H36NO3+	Fatty acids	0,863	Spingolipids	0,362	Sphingoid bases	0,805	Organic nitrogen compounds	1,000	Organonitrogen compounds	1,000	Amines	0,861	Alkanolamines	0,837	1,2-aminoalcohols	0,646	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Secondary alcohols; 1,2-aminoalcohols; Polyols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	314,269	121	588665058325339956	588664267598370590	72
3	C33H40N4O7	[M + H]+	C33H41N4O7+	Alkaloids	0,995	Tryptophan alkaloids	0,997	Aspidosperma type	0,540	Organic acids and derivatives	0,998	Carboxylic acids and derivatives	0,996	Amino acids, peptides, and analogues	0,959	Amino acids and derivatives	0,958	Amino acids and derivatives	0,958	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrroles; Piperidines; Carbazoles; Indoles and derivatives; Pyrrolidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Secondary amines; Tertiary amines; Indoles; Methyl esters; N-alkylpyrrolidines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	605,303	1337	588666555255702723	588664267711616803	73
2	C25H40N4O6S	[M + H]+	C25H41N4O6S+	Amino acids and Peptides	0,492	Linear polyketides	0,482	Open-chain polyketides	0,290	Organic acids and derivatives	0,806	Carboxylic acids and derivatives	0,710	Amino acids, peptides, and analogues	0,563	Amino acids and derivatives	0,559	Amino acids and derivatives	0,559	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	525,278	1212	588666542857339982	588664267812280104	74
2	C15H8O6	[M + H]+	C15H9O6+	Polyketides	0,986	Polycyclic aromatic polyketides	0,983	Anthraquinones and anthrones	0,983	Benzenoids	1,000	Anthracenes	0,832	Anthracenecarboxylic acids and derivatives	0,831	Anthracenecarboxylic acids	0,872	Anthracenecarboxylic acids	0,872	Organic compounds; Anthracenes; Ketones; Anthraquinones; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Naphthalenecarboxylic acids and derivatives; Anthracenecarboxylic acids and derivatives; Benzene and substituted derivatives; Naphthalenecarboxylic acids; Anthracenecarboxylic acids; Benzenoids; Aryl ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	285,038	196	588666396404815457	588664267925526317	96
1	C27H30O16	[M + H]+	C27H31O16+	Shikimates and Phenylpropanoids	1,000	Flavonoids	1,000	Flavonols	0,984	Phenylpropanoids and polyketides	0,998	Flavonoids	0,999	Flavonoid glycosides	0,998	Flavonoid O-glycosides	0,997	Flavonoid-3-O-glycosides	0,969	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Benzenediols; Disaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	611,161	84	588665101061104888	588664268047161138	75
2	C11H12N6O5	[M + H]+	C11H13N6O5+	Carbohydrates	0,929	Nucleosides	0,917	Purine nucleosides	0,816	Nucleosides, nucleotides, and analogues	0,609	Purine nucleosides	0,543					Purine nucleosides	0,543	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Aminopyrimidines and derivatives; Diazines; 6-oxopurines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	309,095	123	588665092756382610	588664268164601655	76
1	C13H16N3O2	[M + H]+	C13H17N3O2+	Alkaloids	0,475	Sesquiterpenoids	0,311	Imidazole alkaloids	0,033	Organoheterocyclic compounds	0,697	Azacyclic compounds	0,629					Azacyclic compounds	0,629	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	247,133	138	588666238984181336	588664268328179516	77
3	C17H21NO4	[M + H]+	C17H22NO4+	Alkaloids	0,999	Ornithine alkaloids	1,000	Tropane alkaloids	0,999	Organic acids and derivatives	0,996	Carboxylic acids and derivatives	0,996	Amino acids, peptides, and analogues	0,879	Amino acids and derivatives	0,878	Amino acids and derivatives	0,878	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Oxazinanes; Alcohols and polyols; Epoxides; Piperidines; Pyrrolidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Morpholines; Hydroxy acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Beta hydroxy acids and derivatives; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; N-alkylpyrrolidines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	304,154	73	588665147982785420	588664268470785857	78
1	C10H8O4	[M + H]+	C10H9O4+	Shikimates and Phenylpropanoids	1,000	Coumarins	1,000	Simple coumarins	0,989	Phenylpropanoids and polyketides	0,994	Coumarins and derivatives	0,992	Hydroxycoumarins	0,962	7-hydroxycoumarins	0,850	7-hydroxycoumarins	0,850	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Coumarins and derivatives; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Pyranones and derivatives; Phenol ethers; Benzenoids; Hydroxycoumarins; 7-hydroxycoumarins; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	193,049	121	588665187098865317	588664268600809286	79
1	C15H26N2	[M + H]+	C15H27N2+	Alkaloids	1,000	Lysine alkaloids	1,000	Quinolizidine alkaloids	1,000	Alkaloids and derivatives	0,926	Lupin alkaloids	0,984	Sparteine, lupanine, and related alkaloids	0,977			Sparteine, lupanine, and related alkaloids	0,977	Organic compounds; Organoheterocyclic compounds; Piperidines; Quinolizidines; Organonitrogen compounds; Alkaloids and derivatives; Sparteine, lupanine, and related alkaloids; Trialkylamines; Amines; Tertiary amines; Lupin alkaloids; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	235,217	49	588665121764190178	588664268735027019	80
1	C32H43NO9	[M + H]+	C32H44NO9+	Terpenoids	0,839	Triterpenoids	0,917	Limonoids	0,926	Lipids and lipid-like molecules	0,819	Prenol lipids	0,693	Triterpenoids	0,559	Limonoids	0,639	Limonoids	0,639	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Furans; Ketones; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Delta valerolactones; Triterpenoids; Naphthopyrans; Carbonyl compounds; Oxanes; Limonoids; Methyl esters; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	586,301	187	588666316683664605	588664268869244752	81
2	C9H10O5	[M + H]+	C9H11O5+	Shikimates and Phenylpropanoids	0,990	Phenolic acids (C6-C1)	0,736	Simple phenolic acids	0,564	Benzenoids	1,000	Benzene and substituted derivatives	1,000	Benzoic acids and derivatives	0,989	Hydroxybenzoic acid derivatives	0,982	Gallic acid and derivatives	0,901	Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Benzoic acids and derivatives; Methoxyphenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzene and substituted derivatives; Phenol ethers; Methoxybenzoic acids and derivatives; P-methoxybenzoic acids and derivatives; M-methoxybenzoic acids and derivatives; Benzenoids; Benzoic acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	199,060	81	588665104928253300	588664268961519445	82
3	C20H24N2O	[M + H]+	C20H25N2O+	Alkaloids	0,999	Tryptophan alkaloids	0,994	Corynanthe type	0,953	Organoheterocyclic compounds	1,000	Indoles and derivatives	0,972	Pyridoindoles	0,928	Beta carbolines	0,934	Beta carbolines	0,934	Organic compounds; Organoheterocyclic compounds; Pyrroles; Alcohols and polyols; Piperidines; Indoles and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Primary alcohols; Organooxygen compounds; Pyridoindoles; Beta carbolines; Trialkylamines; Benzenoids; Amines; Tertiary amines; Indoles; Aralkylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	309,197	94	588665121793550312	588664269083154266	83
1	C10H13N5	[M + H]+	C10H14N5+	Alkaloids	0,997	Pseudoalkaloids (transamidation)	0,988	Purine alkaloids	0,994	Organoheterocyclic compounds	1,000	Imidazopyrimidines	0,989	Purines and purine derivatives	0,990	6-aminopurines	0,923	6-alkylaminopurines	0,699	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organonitrogen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; 6-aminopurines; 6-alkylaminopurines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	204,124	83	588665060925808601	588664269162846047	84
2	C7H7NO2	[M + H]+	C7H8NO2+	Alkaloids	0,810	Nicotinic acid alkaloids	0,968	Pyridine alkaloids	0,968	Organoheterocyclic compounds	0,777	Pyridines and derivatives	0,873	Pyridinecarboxylic acids and derivatives	0,665	Pyridinecarboxylic acids	0,667	Pyridinecarboxylic acids	0,667	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Pyridinecarboxylic acids and derivatives; Pyridinecarboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	138,055	24	588665151745076270	588664269263509348	85
1	C11H14O3	[M + H]+	C11H15O3+	Shikimates and Phenylpropanoids	0,810	Phenylpropanoids (C6-C3)	0,964	Cinnamic acids and derivatives	0,728	Benzenoids	1,000	Benzene and substituted derivatives	0,985	Methoxybenzenes	0,983	Dimethoxybenzenes	0,722	Dimethoxybenzenes	0,722	Organic compounds; Styrenes; Alkyl aryl ethers; Anisoles; Ethers; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	195,101	195	588666383662506274	588664269359978345	86
2	C24H27NO3	[M + H]+	C24H28NO3+	Alkaloids	0,999	Tyrosine alkaloids	0,995	Isoquinoline alkaloids	0,873	Organoheterocyclic compounds	0,920	Isoquinolines and derivatives	0,243	Naphthylisoquinolines	0,856			Naphthylisoquinolines	0,856	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Phenanthrenes and derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Naphthylisoquinolines; Dialkylamines; Phenol ethers; Naphthols and derivatives; Benzenoids; Amines; Secondary amines; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	378,206	131	588665958649481301	588664269448058734	87
2	C18H16O7	[M + H]+	C18H17O7+	Polyketides	0,984	Aromatic polyketides	0,794	Depsides and depsidones	0,745	Benzenoids	0,992	Benzene and substituted derivatives	0,714	Acetophenones	0,772			Acetophenones	0,772	Organic compounds; Organoheterocyclic compounds; Ketones; Acetophenones; Phenols; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cyclic ketones; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities	345,096	262	588666408262113311	588664269494196083	88
2	C13H18O2	[M + H]+	C13H19O2+	Terpenoids	0,982	Apocarotenoids	0,544	Apocarotenoids(ε-)	0,712	Lipids and lipid-like molecules	0,482	Prenol lipids	0,577					Prenol lipids	0,577	Organic compounds; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	207,138	89	588665299602682960	588664269527750520	89
